20240801 150700;19281.25;19299.25;19273;19284.5;6987
20240801 150800;19284.25;19287.25;19270.25;19275.5;4782
20240801 150900;19275.5;19288.25;19251;19254.5;7518
20240801 151000;19254.5;19268.75;19254.25;19259.5;5235
20240801 151100;19259.5;19286;19254.5;19280;6758
20240801 151200;19279.5;19287.5;19273;19281.25;5081
20240801 151300;19280.75;19295;19280;19288.25;4915
20240801 151400;19288.25;19289.5;19275.75;19278.25;4173
20240801 151500;19278.25;19291.75;19271.75;19275;3449
20240801 151600;19275.5;19283.75;19270;19272;3225
20240801 151700;19272.25;19295.75;19271.25;19278.75;3861
20240801 151800;19278.5;19310.75;19272.75;19307;5991
20240801 151900;19306.75;19312.5;19290.75;19294;5028
20240801 152000;19294;19297.5;19275;19289.75;4531
20240801 152100;19289.25;19307.5;19282.75;19304.25;3180
20240801 152200;19304.25;19309;19284.75;19289;3462
20240801 152300;19288.75;19295.75;19275.5;19275.5;2992
20240801 152400;19276.25;19278.5;19257.5;19260.25;5198
20240801 152500;19260.25;19286.5;19255;19278.75;4320
20240801 152600;19278.75;19303.75;19275.25;19297;3618
20240801 152700;19298;19303.25;19280.25;19287.5;2727
20240801 152800;19288;19295;19278.75;19283;2498
20240801 152900;19284;19286.25;19267;19273.5;2959
20240801 153000;19273.25;19278.5;19256.5;19265.5;3236
20240801 153100;19264.75;19268.25;19238.25;19250.5;6730
20240801 153200;19250.75;19274.25;19249;19262;3912
20240801 153300;19262.25;19276.5;19261.25;19266.75;2810
20240801 153400;19268;19283.25;19241.75;19246.5;4466
20240801 153500;19246.25;19254;19236;19243.5;4220
